,5.0,10.0,30.0,33.0,50.0,67.0,70.0,90.0,95.0
0,0.26720693707466125,0.2982756197452545,0.36952757835388184,0.3781868517398834,0.42606282234191895,0.4792875349521637,0.49054062366485596,0.6077911257743835,0.6849396824836731
