,5.0,10.0,30.0,33.0,50.0,67.0,70.0,90.0,95.0
0,0.07711149752140045,0.08398666977882385,0.09953227639198303,0.10133951902389526,0.11117655038833618,0.12163989245891571,0.12374894320964813,0.1439870297908783,0.15433871746063232
